"TIME","GEO","INDIC_ED","Value"
"2002","Portugal","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.65"
"2002","Portugal","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.25"
"2002","Portugal","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.92"
"2002","Portugal","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.51"
"2002","Portugal","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.22"
"2002","Portugal","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.11"
"2002","Portugal","Total public expenditure on education as % of total public expenditure, for all levels of education combined","12.39"
"2002","Portugal","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","12.12"
"2002","Portugal","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.26"
"2002","Portugal","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.08"
"2002","Portugal","Total public expenditure on education as % of gross national income, for all levels of education combined","5.42"
"2002","Romania","Total public expenditure on education as % of GDP, for all levels of education combined","3.51"
"2002","Romania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.26"
"2002","Romania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","0.76"
"2002","Romania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.70"
"2002","Romania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.79"
"2002","Romania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.43"
"2002","Romania","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.08"
"2002","Romania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.03"
"2002","Romania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.79"
"2002","Romania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.23"
"2002","Romania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.16"
"2002","Romania","Total public expenditure on education as % of gross national income, for all levels of education combined","3.55"
"2002","Slovenia","Total public expenditure on education as % of GDP, for all levels of education combined","5.76"
"2002","Slovenia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","2.50"
"2002","Slovenia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.41"
"2002","Slovenia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.27"
"2002","Slovenia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.57"
"2002","Slovenia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.19"
"2002","Slovenia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.57"
"2002","Slovenia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","12.47"
"2002","Slovenia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","11.23"
